-0,1;-0,03125
-0,09984;-0,03125
-0,09968;0
-0,09952;-0,03125
-0,09936;-0,03125
-0,0992;-0,03125
-0,09904;-0,03125
-0,09888;-0,03125
-0,09872;-0,03125
-0,09856;-0,0625
-0,0984;-0,03125
-0,09824;-0,03125
-0,09808;-0,03125
-0,09792;0
-0,09776;-0,03125
-0,0976;-0,03125
-0,09744;-0,03125
-0,09728;-0,03125
-0,09712;-0,03125
-0,09696;-0,03125
-0,0968;-0,03125
-0,09664;-0,03125
-0,09648;-0,03125
-0,09632;-0,03125
-0,09616;-0,03125
-0,096;0
-0,09584;-0,03125
-0,09568;-0,03125
-0,09552;-0,03125
-0,09536;-0,03125
-0,0952;-0,03125
-0,09504;-0,03125
-0,09488;-0,03125
-0,09472;-0,03125
-0,09456;-0,03125
-0,0944;-0,03125
-0,09424;-0,0625
-0,09408;-0,03125
-0,09392;-0,03125
-0,09376;-0,03125
-0,0936;0
-0,09344;-0,03125
-0,09328;-0,03125
-0,09312;-0,03125
-0,09296;-0,03125
-0,0928;-0,03125
-0,09264;-0,03125
-0,09248;0
-0,09232;-0,03125
-0,09216;-0,03125
-0,092;-0,03125
-0,09184;-0,0625
-0,09168;-0,03125
-0,09152;-0,03125
-0,09136;0
-0,0912;-0,03125
-0,09104;-0,03125
-0,09088;-0,03125
-0,09072;-0,03125
-0,09056;-0,03125
-0,0904;-0,03125
-0,09024;-0,03125
-0,09008;0
-0,08992;-0,03125
-0,08976;-0,03125
-0,0896;-0,03125
-0,08944;-0,03125
-0,08928;-0,03125
-0,08912;-0,03125
-0,08896;-0,03125
-0,0888;-0,03125
-0,08864;-0,03125
-0,08848;-0,03125
-0,08832;-0,03125
-0,08816;-0,03125
-0,088;-0,03125
-0,08784;-0,03125
-0,08768;-0,03125
-0,08752;-0,03125
-0,08736;-0,03125
-0,0872;0
-0,08704;-0,03125
-0,08688;-0,03125
-0,08672;-0,03125
-0,08656;-0,03125
-0,0864;-0,03125
-0,08624;-0,03125
-0,08608;-0,03125
-0,08592;-0,03125
-0,08576;-0,03125
-0,0856;-0,03125
-0,08544;-0,03125
-0,08528;0
-0,08512;-0,03125
-0,08496;-0,03125
-0,0848;-0,03125
-0,08464;-0,03125
-0,08448;-0,03125
-0,08432;-0,03125
-0,08416;-0,03125
-0,084;-0,03125
-0,08384;-0,03125
-0,08368;-0,03125
-0,08352;-0,03125
-0,08336;0
-0,0832;-0,0625
-0,08304;-0,03125
-0,08288;-0,03125
-0,08272;-0,03125
-0,08256;-0,03125
-0,0824;-0,03125
-0,08224;-0,03125
-0,08208;-0,03125
-0,08192;-0,03125
-0,08176;0
-0,0816;0
-0,08144;-0,03125
-0,08128;-0,03125
-0,08112;-0,03125
-0,08096;-0,03125
-0,0808;-0,0625
-0,08064;-0,03125
-0,08048;-0,03125
-0,08032;-0,03125
-0,08016;-0,03125
-0,08;-0,03125
-0,07984;-0,03125
-0,07968;-0,03125
-0,07952;-0,03125
-0,07936;-0,0625
-0,0792;-0,03125
-0,07904;-0,03125
-0,07888;-0,03125
-0,07872;-0,03125
-0,07856;-0,03125
-0,0784;-0,03125
-0,07824;-0,03125
-0,07808;-0,03125
-0,07792;-0,03125
-0,07776;-0,03125
-0,0776;-0,03125
-0,07744;-0,03125
-0,07728;0
-0,07712;-0,0625
-0,07696;0
-0,0768;-0,03125
-0,07664;-0,03125
-0,07648;-0,03125
-0,07632;-0,03125
-0,07616;-0,03125
-0,076;0
-0,07584;-0,03125
-0,07568;-0,03125
-0,07552;-0,03125
-0,07536;-0,03125
-0,0752;-0,03125
-0,07504;-0,03125
-0,07488;-0,03125
-0,07472;-0,03125
-0,07456;-0,03125
-0,0744;-0,03125
-0,07424;-0,03125
-0,07408;-0,03125
-0,07392;-0,03125
-0,07376;-0,03125
-0,0736;-0,03125
-0,07344;-0,0625
-0,07328;-0,03125
-0,07312;-0,03125
-0,07296;-0,03125
-0,0728;-0,03125
-0,07264;0
-0,07248;-0,03125
-0,07232;-0,03125
-0,07216;-0,03125
-0,072;-0,03125
-0,07184;-0,03125
-0,07168;-0,03125
-0,07152;-0,03125
-0,07136;-0,03125
-0,0712;-0,03125
-0,07104;-0,03125
-0,07088;-0,03125
-0,07072;-0,03125
-0,07056;-0,03125
-0,0704;-0,03125
-0,07024;0
-0,07008;-0,03125
-0,06992;-0,03125
-0,06976;-0,03125
-0,0696;-0,03125
-0,06944;-0,03125
-0,06928;-0,03125
-0,06912;-0,03125
-0,06896;-0,03125
-0,0688;-0,03125
-0,06864;0
-0,06848;-0,0625
-0,06832;-0,0625
-0,06816;-0,03125
-0,068;-0,03125
-0,06784;-0,03125
-0,06768;-0,0625
-0,06752;-0,03125
-0,06736;-0,0625
-0,0672;-0,03125
-0,06704;-0,0625
-0,06688;-0,03125
-0,06672;-0,03125
-0,06656;-0,03125
-0,0664;-0,03125
-0,06624;-0,03125
-0,06608;-0,0625
-0,06592;-0,03125
-0,06576;-0,03125
-0,0656;-0,03125
-0,06544;-0,03125
-0,06528;-0,03125
-0,06512;-0,03125
-0,06496;-0,03125
-0,0648;-0,03125
-0,06464;-0,03125
-0,06448;-0,03125
-0,06432;0
-0,06416;-0,03125
-0,064;-0,03125
-0,06384;-0,03125
-0,06368;-0,03125
-0,06352;-0,03125
-0,06336;-0,03125
-0,0632;-0,0625
-0,06304;-0,03125
-0,06288;-0,03125
-0,06272;-0,03125
-0,06256;-0,03125
-0,0624;-0,03125
-0,06224;-0,03125
-0,06208;0
-0,06192;-0,0625
-0,06176;-0,03125
-0,0616;-0,03125
-0,06144;-0,03125
-0,06128;0
-0,06112;-0,03125
-0,06096;-0,03125
-0,0608;-0,03125
-0,06064;-0,03125
-0,06048;-0,03125
-0,06032;-0,03125
-0,06016;-0,03125
-0,06;0
-0,05984;-0,15625
-0,05968;-0,28125
-0,05952;-0,40625
-0,05936;-0,5
-0,0592;-0,59375
-0,05904;-0,65625
-0,05888;-0,71875
-0,05872;-0,78125
-0,05856;-0,84375
-0,0584;-0,90625
-0,05824;-0,9375
-0,05808;-1
-0,05792;-1,03125
-0,05776;-1,03125
-0,0576;-1,0625
-0,05744;-1,09375
-0,05728;-1,125
-0,05712;-1,15625
-0,05696;-1,15625
-0,0568;-1,1875
-0,05664;-1,21875
-0,05648;-1,25
-0,05632;-1,21875
-0,05616;-1,25
-0,056;-1,25
-0,05584;-1,28125
-0,05568;-1,25
-0,05552;-1,28125
-0,05536;-1,25
-0,0552;-1,28125
-0,05504;-1,28125
-0,05488;-1,28125
-0,05472;-1,28125
-0,05456;-1,28125
-0,0544;-1,28125
-0,05424;-1,28125
-0,05408;-1,28125
-0,05392;-1,28125
-0,05376;-1,28125
-0,0536;-1,28125
